id	quote
19870409	Please don't let the teacher call on me! Don't make me go to the board in my ripped pants! Anyone but me! Just let her call on someone else! Please don't embarrass me in front of the whole class! Calvin, would you do the next problem at the board? So much for my ever joining the clergy. 
19870410	Calvin, will you do the next problem at the board please? No. why not? Frankly, I'd rather not say. Oh, you wouldn't. It's a personal matter. You're going to have to do better than that. Do the words "complete pandemonium" strike terror in your heart? 
19870411	So your teacher didn't know you'd ripped your pants, and she made you do a problem at the chalkboard? That sums it up. How awful! What did you do?? I didn't have a choice. I mooned the whole class. That's why you're home early? Three teachers and the principal couldn't restore order.  
19870412	During emergency landing, replace dinner tray and bring seat to upright position. Extinguish all smoking materials. Including spacecraft, if possible. Out of fuel, the courageous Spaceman Spiff is forced to land on the distant planet Zok! The valiant explorer surveys the Zokkian landscape, who knows what dangers lie hidden in the cratered terrain? Undaunted, Spiff sets out to find help! Miles later, it is evident the planet is completely uninhabited! Our hero is marooned on a lifeless planet! Alone on an alien world. Alone ... all alone ... Darn it, why doesn't anyone ever tell me when the lunch bell rings?
19870413	Susie, where's Miss Wormwood? Who's that lady at her desk? Miss Wormwoods sick. That's our substitute teacher. A substitute? Let's see your teaching certificate, lady!
19870414	Good morning, class. I'll be your substitute teacher today. Miss Wormwood left me instructions as to what we need to go over, so we shouldn't have any problems. Oh, wait, here's a note she added. Just a second. Ok, which one of you is Calvin? Not me! 
19870415	We had a substitute teacher in school today. Did you like her? she was ok, I guess. You guess? It's hard to say. She went home at noon. 
19870416	Mr. Jones lives 50 miles away from you. You both leave home at 5:00 and drive toward each other. Mr. Jones travels at 35 mph, and you drive at 40 mph. At what time will you pass Mr. Jones on the road? Given the traffic around here at 5:00 who knows? I always catch these trick questions. 
19870417	I've got a scheme to get us some money. Oh boy. See? I sneaked all these kernels of corn off my dinner plate tonight. How is that going to get us money? Easy. I just stick them under my pillow. With any luck, the tooth fairy won't know they're fakes until it's too late!
19870418	Dad, how do people make babies? Most people just go to Sears, buy the kit, and follow the assembly instructions. I came from Sears?? No, you were a blue light special at Kmart, almost as good, and a lot cheaper. Aauughhh! Dear, what are you telling Calvin now?!
19870419	How come you don't put on any pajamas? Fact is, I never take them off! Did you ash your face and brush your teeth? Yep! We both did! Ok then, good night. Good night. Move over, will ya? I'm already over! You should be over there! Quit pushing fuzz-for-brains! You're on my side! Call me names will you?! Yeah! Whumpp! Yaaaaa! Oh no! Ok! Ok! You win! Phoo ... I wish you had brushed your teeth! Yecch ... I wish you had washed your face! 
19870420	I've got to give a 5-minute oral report in school on Thursday. We're supposed to research our subject, write it up, and present it to the class with a visual aid. That's a big assignment. I'll say. I hate my teacher. She knows we'll all do it on the last evening, but she gave us three days to worry about it. 
19870421	What's the subject of your report? The brain. What do you know about brains? Well, I saw this movie where they kept this guy's brain alive in a tank of water. Then a power surge mutated the brain, and it crawled out and terrorized the populace. That's informative. Unfortunately for my report, Mom caught me, and I didn't get to see how it ended. 
19870422	I've got to give my report on "The Brain" at school today. See my visual aid? I cooked some noodles and put them in a paper bag. Doesn't that look like brains? Well, I guess I'm all set. Did you write your report yet? Nah. I borrowed Mom's pocket dictionary. I'll do it on the bus. 
19870423	My five-minute report on "The Brain." Of course it's difficult to explain the complexities of the brain in just five minutes, but to begin, the brain is part of the central nervous system. I'll pause for a few moments, so you can all finish writing that down. Calvin! 
19870424	Pow! Jab! Kick! Pow! Pow! Rattatattattatta rattatattatta eeeeeeeeeee boom! Please, please, pretty please? No. you should've save some of your own Halloween candy. 
19870425	Hey, can we change the channel now? I want to watch something else. My show's not over yet. Aw c'mon! you see this program all the time! Can't we watch my show for once? No, I was here first. Pipe down, this is a good part. I hate national geographic animal specials. 
19870426	Good night, Calvin. ... all right where are you?! Calvin, I thought I said to get ready for bed! Now hurry up! I can't! I'm trapped in slow motion! Well you'd better get in normal speed ... now! Ahh! Time snap! 
19870427	Point A is twice as far from point C as point B is from A. if the distance from point B to point C is 5 inches, how far is point A from point C? The living dead don't need to solve word problems. 
19870428	Calvin the zombie searches for food. Horribly, the undead feed upon the living! ... although, in a pinch, a pbj will do, I fyou eat it messily enough. 
19870429	When in Rome ...
19870430	Gkpthh! Heh heh ... thpkk! Hee hee. Hee hee ha ha ha ho ho hee hee hoo hoo ha ha ho heh heh ... of course. Real zombies never get the giggles by looking at each other.
19870501	Oh no! Too much bubble bath! Uh oh! Pop! How on earth do you do this?!? These things seem to happen.
19870502	Aauughhhhh
19870503	Gosh it's perfect kite flying weather! But why let the stupid kite have all the fun? You've got your tail on? Yep, just let out some string and start running. That's it! Faster! Faster! I'm flying! I'm fl-ooof! Ow! Ack! Ooh! Are you ok? Boy, you were almost up there. I know! (ow) We just need a little more wind. Ok, here's another breeze! Let 'er rip! Oomph! Yow! Maybe you're too heavy. Gee, I hadn't thought of that. Hmm ... how can I get lighter? Mrs. Carroll says a naked kid tied to a stuffed animal is running through her yard. You handle it, I got the little nudist out of her bird bath remember?
19870504	We're supposed to have this whole stupid book read by tomorrow. Flip-ip-ip-ip-ip-ip! There! It's good to get that out of the way! Reading goes faster if you don't sweat comprehension. Where's the Frisbee?
19870505	Ahoy! Toss the rope ladder down! What's the password? Tigers are mean! Tigers are fierce! Tigers have teeth and claws that pierce! Tigers are great! They can't be beat! If I was a tiger that would be neat! He can climb the tree without the ladder, so he got to make up the password. Go on, what's the third verse? 
19870506	Mom, when are you going shopping next? I don't know why? We seem to be out of gun powder. Sheesh, I didn't even do it yet.  
19870507	Now! Are you sure there's a career to be made as a "human discus"? Well, we gotta get a bigger field.  
19870508	I tripped a kid yesterday, and he fell in the mud it was hilarious. Aaugh! Ploop! I dunno. That kind of humor is so broad. You didn't do it right. C'mere and give me a hand. 
19870509	What's this? It looks gross. It's a vegetarian meal. It's good for you. Vegetarian?? Yecchh! I'm not a vegetarian! I'm a dessertarian.
19870510	Ever notice how different the air smells after a good rain? It smells like ... like ... dead worms! Wow! Look at the size of that puddle! Wahoooo! Ha ha ha ha ha! Sploosh splash sploosh splash! Hee hee hee hee! Ha ha ha ha! Rats, my underwear's all soaked. Now it's gonna itch and ride up my rear all afternoon. Well it was worth it! That's why I never wear the stuff. 
19870511	I can't get this stupid hair to comb right. See how it sticks out in back? Maybe you need a haircut. Yeah, but barbers never cut it the way I want. Boy, what a great idea! Thanks! This is easy! You really think your Mom will pay me eight bucks?
19870512	So exactly how would you like the back cut? Just trim the part that sticks out and taper it a little. Wouldn't you rather have it real short? No, just cut a little bit. Are you sure? Don't you think it should be real short? It looks like it should be real short. Are you trying to tell me something? No, I just think it should be real short. Especially, oh, right here. 
19870513	You made a mistake didn't you? No, I can cover it up. Cover what up? What did you do wrong? Nothing, I can't help it if your head has a funny bumps that make the scissors go screwy. Your head's gonna have "funny bumps" in a minute if you don't tell me what you did!! Oops. Hold still. Why'd you say "oops"?! what'd you do now?! Nothing. Let's try parting your hair from ear to ear.  
19870514	This haircut had better look good fuzz brain. You'll love it. It's kind of "new wave". New wave? Like how? Well, sort of "punk" actually. Like a mohawk? In some places it's sort of like a mohawk. I want a mirror. You know what's the rage this year? ... hats. 
19870515	Look what you did to my hair! It looks like it was cut with a weed-eater! Nothing a little tonic and combing can't fix. Get away from me, you menace! If Mom sees this, she'll blow her blood vessels! What am I going to do?? How's that? Sort of the "Lawrence of Arabia" look! Sort of the "Lobotomy Patient" look. 
19870516	My cigarette smoke mixed with the smoke of my .38. If business was as good as my aim, I'd be on easy street. Instead, I've got an office on 49th street and a nasty relationship with a string of collection agents. Yeah, that's me. Tracer Bullet. I've got eight slugs in me. One's lead, and the rest are bourbon. The drink packs a wallop, and I pack a revolver. I'm a private eye. Suddenly my door swung open, and in walked trouble. Brunette, as usual. Take your hat off at the dinner table, Calvin. It's not polite. She was a pushy dame. But she had a case. 
19870517	This is supposed to be great art. ... so why does it look like a bunch of decapitated naked people? A strange feeling comes over Calvin in the art museum. His parents, engrossed in culture, remain blissfully unaware of Calvin's terrible transformation! Yes, a tyrannosaurus is loose in the art museum! The curator shrieks and pandemonium ensues! A guard reaches for his pistol, but the dinosaur is upon him and he is messily devoured! The giant lizard's glory is captured forever on film by the anti-theft cameras! Patrons of the arts flee for their lives! Hundreds of priceless paintings are ripped to shreds in the awful rampage! Wealthy benefactors are trampled! The museum is in ruins! On to symphony hall!! Calvin? Calvin? Were in the next room now. C'mon. I think we'd better get him out o fhere. He had that grin again. I wanna see dinosaurs at the natural history museum again. We spent all afternoon there, Calvin. 
19870518	Take your hat off at the dinner table, Calvin. Here comes the hurricane. You cut your hair!! No I didn't Hobbes did. Why on earth did you cut your own hair?! Look at you! I said Hobbes cut it! You think I'd do this?? Well I didn't!
19870519	Some barber you are! Mom says there's nothing I can do but wait for my hair to grow back. In the meantime, I've got to go around looking like I've got mange! I hope you're happy. Happy?! You stiffed me! Where's my eight bucks?!
19870520	Look, I'm sorry I gave you a bad haircut. I didn't mean to. A fat lot of good that does me. I can make it up to you. Honest. Yeah? How? I bought a yellow magic marker. See, I'll just draw some hair on, there, it's looking better already. Really? Is it? 
19870521	Well, your hair doesn't stick up the way it used to, but at least your head's yellow again. Thanks, Hobbes. you're a real life saver. I'm sorry I got so mad at you. Nonsense. No harm done. Boy, wait till I show Mom! Uh oh. Does it come off? From now on, just keep your brainy ideas to yourself ok?
19870522	Calvin. Calvin the Genius. Calvin the Super Genius. This is how you sign your reports? It kind of inclines you to read it more charitably, don't you think?
19870523	Clink. Clink. My iced tea is a failure.
19870524	Whew! This must be the biggest hill in the state! Kind of frustrating isn't it? I wish Dad would get transferred to the Andes. Let's go down the hill and see if we can travel into the future. Go into the future? How? It's easy! All we have to do is get going real fast and we'll time-warp! Ha ha! Faster! Faster! Gosh, what do you suppose the future will be like? Who knows? Flying cars and cities built built on clouds, maybe! Just think of all the weird things we can tell people we saw! Oh boy! Hey, we're at the bottom of the hill. I didn't feel any time warp, did you? Nope. But look! It's two minutes later than when we started! We're in the future!! Hmm ... things haven't improved. I'm disappointed. 
19870525	Goodness, you're filthy. Into the tub with you. I obey the letter of the law, if not the spirit. Let's hear some water running! Nuts.
19870526	I'm home! Yaaaaa! Aaaugh! Yowp! Arrgh! Yip! (pant pant) Why do you always do that?! Natural exuberance is one of those qualities that makes us tigers so darn endearing!
19870527	I'm home! Yaaa ... huh?? Uh oh! Ha ha! Fooled you!! Elapsed turnaround time, point eight seconds. Ha! Stupid tiger. 
19870528	I'm home! Hello? Hobbes?? six ... five ... four ...
19870529	I'm home. I'm home. I'm home! Wellll? So you're home.
19870530	Calvin steps up to the plate and the outfield heads for the bleachers. It's sure to be another homer folks. Here's the pitch! Bonk! Not surprisingly the pitcher decides to walk Calvin.
19870531	Before beginning any home plumbing repair, make sure you possess the proper tools for the job. Check the following list of handy explitives and see that you know how to use them. Calvin wakes up one morning to find he no longer exists in the third dimension! He is in 2-D! Thinner than a sheet of paper, Calvin has no surface area on the bottom of his feet! He is immobile! Only by waving his body can Calvin create enough friction with the ground to move! Having width but no thickness, Calvin is vulnerable to the slightest gust of wind! To avoid drafts, he twists himself into a tube, and rolls across the floor! Someone is coming! Calvin quickly stands up straight. Turning perfectly sideways, he is nearly invisible vertical line! No one will notice! Hey, Dad, know why you didn't see me all morning?? I was two-dimensional! Hmmm, I'll bet you can't do it all afternoon, too ... dear!
19870601	I couldn't read it because my parents forgot to pay the gravity bill.
19870602	Make a prediction Hobbes. what for? So we can see if you have ESP. Ok, I predict you'll find an irresistible attraction to a mud hole. Ha ha. You stay away from me. It's going to come true! I can feel it! 
19870603	Hey Dad, how does a carburetor work? I can't tell you. Why not? It's a secret. No it isn't! you just don't know!
19870604	This is a job for ... aackk! Waaughhh!! For? ... someone else.
19870605	Time for bed, Calvin. It's a free country. I can do what I want. Good night. Communists! 
19870606	Oh no, I have to go to the bathroom! The monsters will get me as soon as I set foot on the floor! I know! Put your pillow down as a decoy. While they're eating that, you can slip out! Great idea! I'm coming out of bed now! I'm coming out of bed now! Here I am, all fat and squishy! They took it! Man, look at those feathers fly! You'd better hurry! No, I've decided to stay here and wet the bed. But it's ok with me if you don't want to stay. 
19870607	Croquet is a gentleman's game. That's hard to believe. I've played before and I can tell you the temptation to misuse these things is awful. Hey, don't put the wickets so far apart. This is the way they're supposed to be. No it isn't, you big cheater. You're doing this because you can hit the ball harder than I can. Cheater?? Who took the lucky red ball when I wasn't looking? I got to pick first because you did last time! That's a lie! You always take the lucky red ball first! Call me a liar. Will you? Well, you're just a poop head! So there! Thbpbpthpt! Potty mouth! Potty mouth! Calvin is a potty mouth! You're asking for a toothless mouth buster! Yeah? Says you and what army? You couldn't knock the teeth out of a mosquito! Ha! Mosquito's don't even have teeth. That shows how dumb you are! Compared to you, I'm Einstein! Leggo my leg! Ow! Go stick your nose in a rubber hose, you walking flea condo! I'd say it takes one to know one bozo! Why don't you go play in the food processor! It's getting dark, Calvin. C'mon inside! Aw Mom, we're right in the middle of a croquet game! 
19870608	Bombarded by high-energy photons, Calvin is transformed into a living x-ray. Although this condition will facilitate future medical diagnoses, it does make Calvin's presence at the dinner table a disgusting ordeal! Everyone can see Calvin's food being ground input mushy pulp and swallowed! At this moment, Calvin chews up a large spoonful of creamed corn! For gosh sakes, close your mouth when you chew!! You think we want to see that?! Mkghh! Smack! Blaghkh! 
19870609	Here's a little town. Here's a steam shovel scooping out a giant hole. Here comes the bulldozer, pushing thousands of barrels of toxic nuclear waste into the giant hole. Over the years, these dangerous poisons seep into underground waterways. The cancer rate of the nearby little town triples. If you want me, I'll be under the bed. 
19870610	A strike?? That pitch was four feet above my head! Ha! It was a perfect pitch! You're just too short! Yeah? Well, you're just too stupid! Kick kick kick. Well, you're just too ugly. Kick. Kick. Kick. Kicking dust is the only part of this game we really like. 
19870611	Want to know a funny trick? When somebody isn't looking you tie his shoes together! Ha ha! That's great! Lets go find some sucker to pull it on! Yeah! Clunk! Well. Well! Woo hoo hoo hoo.
19870612	I'm hungry. Can I have a snack? Sure. Help yourself. You can have an apple or an orange from the fridge. Even through we're both talking english, we're not speaking the same language. 
19870613	Boy, I love summer vacation. I can feel my brain beginning to atrophy already. Shhh ...
19870614	I'm going outside Mom! Hold all my calls. Calvin looks around something is different. The odd-colored tree behind him slowly lifts up! It's not a tree at all! It's a let! Oh no! Calvin is the size of a bug to a bug he runs for his life! A claw crashes with deafening impact! The bug is trying to step on Calvin! What a horrible fate! Calvin scrambles madly, promising himself that he'll never squish another bug if he lives to return to normal size! Suddenly in a spray of slime, the bug is gone! A monstrous frog licks its chops! Calvin is saved! Aacck! What's that on my plate?! Good heavens, get it off the table!! But Mom, frogs are our friends! 
19870615	Look Hobbes I got a magic carpet! What's so magic about it? Magic carpets fly! You can ride them! Isn't this the rug from the hallway? Up, rug! Up! Up! Hey, look! It works! Ok, rug, warp factor five! Is this legal? Do you have your registration and proof of insurance?
19870616	Wow! I've never been on a magic carpet before. Hmm ... me either. Ok rug, let's cruise at 10,000 feet! Wheeeee! Gosh, this sure beats having Mom drive us around! Let's go to the mall and hang out! Do we get complimentary bags of nuts on our flight?
19870617	Hey, let's fly into the city and buzz Dad's office! Ha! Won't be be surprised when he sees us out his 20th floor window! What if he's mad that we took the hallway rug? What's to get mad about? We wiped our feet first. Yeah, but all this city mileage may hurt the resale value. 
19870618	Ok, I think that's Dad's building up ahead. I'm not sure where his office is, so we'll just have to look in the windows as we zip by. Hey! There he is! There's Dad! Hi, Dad! Dad, look! Out the window! Darn it! He's still reading that brief. Look out the window, Dad! Did you bring any rocks? I didn't think to. 
19870619	Hey Dad! Look out the window! I can't believe he's just sitting in there. Why doesn't he look up? I guess he's pretty busy. Yeah, but we can't sit up here all day! Sheesh. Let's go. If he had noticed us, we could've given him a ride home. Hmph. I say let him take the smelly ol' bus if he can't even look out the window once in a while, serves him right. 
19870620	I'm home! Dad! Hobbes and I flew by your office window today on a rug! We saw you working. We waved and hollered, but you didn't even look up. We couldn't believe it. You missed the whole thing! I thought we were cutting down his sugar intake. 
19870621	Oh boy oh boy oh boy oh boy oh boy oh boy oh boy oh boy. Wait! Wait! I've got to savor this moment! The brilliance of it all! I'm a genius! A sheer genius! Susie's playing on the sidewalk! Now's my chance to use the snowball I've been saving in the freezer! She'll never expect a snowball in June! Boy, will she be mad! Ha ha ha! This is going to be great! Here it comes! Oh boy! Oh boy! Hey Susie!! Piff. I missed! Darn it! Darn it! Darn it! Of all the miserable luck! Aaarrghh! There must've been a cross breeze! I can't believe it! I save that snowball for three whole months! I ... scoop scoop. I ... I ... uh ... pow! The irony o fthis is just sickening. 
19870622	1988 isn't too far away Dad. If your thinking of running for "Dad" again, you'd better get your campaign in gear. Frankly, the pools look grim. I don't think you've got much of a shot at keeping the office. I take comfort in the fact that not many people want it. Flippant remarks have a way of haunting candidates, you know. 
19870623	The chameleon sits motionless. Amazingly, the lizard changes color to blend in with his surroundings. Moments later, he is virtually invisible. I see you hiding back there! Now come clean up this mess you made in the kitchen! 
19870624	Hold still. There's a monster horsefly on your head. Pow! Can you believe it? I missed! So excuse me for trying to help! you wanna scratch a stinging welt all day? Fine! Go away! No, wait there's a mosquito on you. 
19870625	I wanna horsey ride! I'm busy Calvin. You know, Dad, it won't be long before I'm all grown up. One day you'll wake up and wonder how all the years slipped by. You'll look back and say, "Where has the time gone? Calvin's so big. It's hard to remember when he was small enough that I could give him horsey rides." ... but those days will be lost forever. I think I've worked through my potential guilt now. No, no! Jump the fence! 
19870626	I read that girls are made up of "sugar and spice and everything nice" ... whereas boys are made of "snips and snails and puppy dogs' tails." Hmph. So what are tigers made of? "Dragonflies and katykids, but mostly chewed-up little kids." Oh, that's clever.  
19870627	Do you have any money? Nope. Hmm ... how can we get some? Who do we know that we could sue?
19870628	What's wrong with you, fish? Why won't you eat this big, fat, juicy worm? Besides the obvious, I mean. Boy I hate fishing, this is so boring! Look, I can see a whole bunch of fish down there, but they're not biting! Lousy fish! By golly, I'm not going to sit here all day waiting for them to get hungry! Here, help me carry this rock. We'll dump it in the water and blast the fish out. Then we can just pick them up. Heave! Kabloosh! Ok, it was a bad idea! But I got wet too, right? No, no your idea was fine! We just didn't throw in a big enough object. 
19870629	... so could I, Mom? Please? Pleeeaase? I still don't think giving her "Bambi eyes" is going to get you a flame thrower. Maybe I should sniffle a little too, huh? 
19870630	What a perfect day! If something doesn't happen here soon, I'm gonna wack out. 
19870701	Look a firefly! Your rear hasn't lit, if that's what you're wondering. I can't even tell what muscle to flex. 
19870702	Hey Hobbes, want to see an antelope? An antelope?! C'mon! See she's coming down the ladder to her boyfriends car! You're not laughing. It's not funny. 
19870703	Tomorrow is independence day. The Declaration of Independence says everyone is created equal and is entitled to life, liberty and the pursuit of happiness. Oh. So when does Paul Revere ride through town and give us our presents. 
19870704	Bang! Kapwinngg! Up up and awaaayy!
19870705	The dreaded scum beings fire! Spaceman Spiff is hit! It never fails. I just washed and waxed this thing. Our hero, the intrepid Spaceman Spiff, struggles with the controls of his damaged spacecraft! The freem propulsion blasters are useless! Spiff crashes onto the surface of an alien planet! Unscathed, the fearless space explorer emerges from the smoldering wreckage! He is marooned on a hostile world! Scorched by twin suns, the planet is nothing but barren rock and methane! There's no hope of finding food or water. Spiff collapses! Oh, no. a hideous alien spots him! In his weakened state, Spiff is no match for the monster! This could be the end!! Lunchtime! I brought you a sandwich and some lemonade. Bring the dishes back when you're done, ok? ... oh well. Thanks Mom. 
19870706	Z. Z. Z. Tag! The game's over tuna brain.
19870707	Somebody told me rotten eggs smell bad. They smell terrible. Put 'em back Calvin.
19870708	I want 8 cookies to go, please. This is not a drive-thru! Put that back in the garage!
19870709	Quick, Mom! Aliens just landed in the back yard! They demand to talk to you! You go on out! I'll guard the cookies in the kitchen! Quick! Hurry! She's not buying this. Calvin, just how dumb do you think I am? 
19870710	What do you think is the secret to happiness? Is it money, power or fame? I'd choose money. If you have enough money, you can buy power and fame, that way you'd have it all and be really happy! Happiness is being famous for your financial ability to indulge in every kind of excess. I suppose that's one way to define it. The part I think I'd like best is crushing people who get in my way. 
19870711	Look! Somebody poured new cement! Is anyone looking? We could write our initials in it, or make a hand print, or something! Yeah! Or something! I think we'd better find a hose quick! I didn't think it would set up so fast. 
19870712	Psst. Hey kid, c'mere under the bed. I've got a brand new toy for you. Uh oh. I think I saw a tentacle under the bed! Monsters! Turn on the lights! That makes monsters shrivel up. Good idea. Click! Aarrghhh! Aieeee. Aahhhhhh!! Gackk! Ha ha. We got 'em! Just the ones under the bed, we'd better open up the drawers and closet too and get some light in those places! By golly, no monsters going to get us tonight! Wither and die, bloodsucking freaks of nature!! Why is your light on? What in the world are you doing?!? Monsters, Dad. They could be anywhere. You're trashing your room at 1:00 in the morning, looking for monsters?! If you don't get in bed this instant, you'll have  lot more to worry about than stupid monsters!! What we need is some way to shrivel him up. 
19870713	Hey Calvin, whatcha doin'? Quiet down or you'll give away my position. Hobbes and I are having a water fight. A water fight! Can I play? You? Ha! War is a manly art! I suppose anything so idiotic would have to be. Can I play in your game or not? I don't know, it seems you'd rather be making smart remarks. 
19870714	C'mon, can't I join your water fight? I have my own water pistol and everything! It'll just take me a minute to get it. Ok, you can play, but Hobbes is on my team. You have to fight both of us. Great! I can beat you and your stuffed tiger any day. I'll go put on my swimsuit. Susie's going to play with us, ok? Oh boy. Girls flip for guys in jams. 
19870715	I got my water pistol! I'm all set! Good. Now Hobbes and I will be one team, and you ... Look at your toy tiger! He's wearing jams!! That's so cute! Let me squeeze him! Oh for pete's sake, knock it iff! You go around the house and count to fifty, and then we begin, all right? You and your dumb jams. This is war, remember?! You're just jealous. ... ooh, what a babe! 
19870716	Listen up, yogurt brain. Here's our strategy: I'll  go around the house this way, and you go around the other way. I'll draw Susie's fire, and you can let her have it from behind with your water balloon! Got it? Ok, let's go! Thanks for the water balloon, Hobbes, you're a great double agent!
19870717	Ha ha! Ambush!! Have a drink Susie! Whoa! Whoop! You've got Hobbes' water balloon! Where did? How? Uh oh. Bloosh! I promise you you'll hang for this, traitor! I'm easily wiled by a woman in a swimsuit. 
19870718	My best friend betrays me! Susie drenched me with my own teammate's water balloon! Some buddy you are, you Benedict Arnold! Hmph, I'd do it again in a minute. Susie likes my jams. Don't even talk to me! You and I are through! Ha! Promises, promises! Um ... I take it the game is over. Get this traitor off me. He cheats when he fights, too. 
19870719	Can you believe this? Some idiot tossed garbage here in this beautiful spot. I'll bet future civilizations find out more about us than we'd like them to know. Look, another can thrown on the ground! Boy, this makes me mad! By golly, if people aren't burying toxic wastes or testing nuclear weapons, they're throwing trash everywhere! You'd think planets like this were a dime a dozen! Now I've got to carry this gross thing. You know, there are times when it's a source of personal pride to not be human. I'm with you. 
19870720	Aren't these long summer days great? No responsibilities at all! We have the whole day to ourselves. Don't you wish it could be like this all year, forever? No school. No job, no anything? Yeah. Just gloat about it, why don't you!! 
19870721	Hey Dad, what are clouds made of? Hmm ... I used to know that. I think they're mostly water. So how come they float? Well, it's sort of evaporated water, maybe there are some other gases, too. I'm not sure. So why are they white when the rest of the sky is blue? Heck, beats me. I guess we ought to look this stuff up. I take it there's no qualifying exam to be a Dad. 
19870722	One of the best things about summer is going to sleep with the fan on. The gentle breeze blowing, droning hum, everything seems safe and serene when the fan is on. It's cool and lulling and perfect for sleep. It almost lets one forget he has a heavy fur coat for a bunkmate. If you don't like it, there's plenty of room on the floor, buster. 
19870723	Hey Mom, what's this I hear about the greenhouse effect? They say the pollutants we dump in the air are trapping in the sun's heat and it's going to melt the polar ice caps! Sure, you'll be gone when it happens, but I won't! nice planet you're leaving me! This from the kid who wants to be chauffeured any place more than a block away. Hey, nobody told me about the ice caps, all right? 
19870724	More bad news on your polls, Dad. We're looking at an all-time low in popularity here. Well, Calvin. That's certainly food for thought. Now here's something you can think about. The average cost of raising a kid to age 18 is $100,000. That's a lot of money. So the question you should be asking yourself is, "Is that hundred grand a gift, or a loan?" Gotcha, Dad. I was just on my way to bed. 
19870725	Ring ring. Hello? May I speak with your father please? Hec, you don't need my permission! Be my guest! What a weirdo. Ring ring. 
19870726	That's it, you climb up and then help me up! Tigers are natural-born tree climbers. Of course we usually have grappling hooks, ropes and utility belts. Hey, here's a great tree for climbing! Let me get on your shoulders so I can reach the first branch, ok? Geez, how many bricks do you have in your pockets?! Whoa! Hold steady, you weakling. I've almost got it! Move up, move up! Hurry and grab it before my spine telescopes. Got it! Hey, don't let go! Hold me up! Forget it! You can support your own weight, bowling ball butt.  Mmph! Mmph! I can't get up! Give me a boost! Hey! What are you doing?! Don't take off my shoes! Are you nuts? Hey, stop! Aack! Oh no! don't tickle! Pbth! Eek! Hee hee ha ha! Stop it! I can't hold on! Hee hee hoo hoo! Aaugh! Nice landing. I'm probably paralyzed. All except your mouth obviously. I'm not sorry at all. Give me back my shoes. No. 
19870727	I can't believe how dull my life is. It's so boring here. Nothing ever changes around here. Nothing ever happens. It seems as if (hang on) everybody but me gets to have an exciting life. Actually, I'd like less excitement in my life. Why? Are you doing fun things when I'm not around?? Huh? Are you?!
19870728	What's wrong, Calvin? Why are you still in bed? I don't feel good. Your forehead seems warm. We'd better take your temperature. I can't be sick now! It's still summer vacation! There's no school to stay home from! This is my time! Somebody owes me big for this!! 
19870729	Hi there, Calvin. I understand you're not feeling well. Me? I'm fine! I just sit around torture chambers in my underwear for kicks. Let's see your degree, you quack! I'm not going to hurt you. I'm just going to examine you to see what's wrong. I'll tell you what's wrong! I've got Dr. Frankenstein for a pediatrician, that's what's wrong! Nurse, call the anesthesiologist in here, will you please? My Dad's a lawyer, I'll have you know! Don't come near me!
19870730	Deep in a dank dungeon on the dismal planet Zog, the fearless Spaceman Spiff is held prisoner by the sinister Zog king. A guard leads Spiff to the interrogation room. Our hero is stoic and defiant! At last I meet the famed Spaceman Spiff! I trust you are ... heh ... heh ... enjoying your visit? You're wasting your time, maggot from mars! I'll never give in! Never, you hear me?! Never! Kid, don't make me recant the Hippocratic oath, ok? 
19870731	Well, you certainly were a terror in the doctor's office. I fended him off with his own tongue depressor. That's why I didn't get a shot. You didn't need a shot. Your behavior was inexcusable. All that counts is that he couldn't get near enough to stick me. He thinks I'm a little pink pin cushion in underpants. Someday I hope you have a kid that puts you through what I've gone through. Yeah, Grandma says that's what she used to tell you.
19870801	Here is a proud city. Full of happy prosperous citizens. They go on about their business, unaware that the moon mysteriously moved a few miles closer to the earth. Unaware, that is, until the tide comes in. Sploosh! Gisshhh!
19870802	The fire's not lighting, huh? Can I make a suggestion? Give up on that sissy lighter fluid. Can't we cook the hamburgers yet? The coals aren't hot enough. But I'm hungry I want to eat now! Well, you'll just have to wait. You know, Calvin sometimes the anticipation of something is more fun than the thing itself once you get it. Here we are, it's a beautiful evening. It's nice to just sit here and look at the trees while we wait for the coals to get hot, don't you think? Dinner will be over soon, and afterward we'll be distracted with other things to do. But now we have a few minutes to ourselves to enjoy the evening. These summer days go by so quickly. It's good that every now and then we have to wait for something. So should I go to McDonald's then, or what? Yeah, I know you think you are going to be six all of your life.
19870803	(NO TEXT) - cowboy and indian
19870804	What a perfect day! Isn't it great to be on summer vacation? To be able to enjoy all this with no school and no responsibilities? ... ahhhhhhh ... I can't believe there's nothing on TV but repeats.
19870805	I think a bee landed on my back! Can you see it? I don't want to move. That's not a bee. It isn't? Whew. No, that's a hornet if I ever saw one! Ow!
19870806	If you could have three wishes granted, what would they be? Just three wishes, huh? Hmm. That would be a tough decision. I guess I'd have to think about it a while. Oops! Hang on. Ok. I know what my first wish would be. 
19870807	One of nature's uglier creatures, the bat is a misunderstood marvel of evolution. Producing a series of loud, high-pitched squeaks, the bat can judge an insect's distance and elevation by the time delay of the squeak's echo! Changes in the echo's pitch reveal the doomed bug's direction! No movement escapes the incredible senses of the bat! Glump! Ta-daa! Eyes closed! Calvin, sit up and eat with a fork like a civilized human being. 
